ref,heading,source_basis,status
Exodus 31:1,Bezalel and Oholiab,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 31:12,Sign of the Sabbath,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 31:18,Moses Receives the Tablets,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 32:1,Golden Calf,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 33:1,Command to Leave Sinai,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 33:7,Tent of Meeting,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 33:12,Promise of God's Presence,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 34:1,New Stone Tablets,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 34:10,Lord Renews the Covenant,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 35:1,Sabbath,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 35:4,Offerings for the Tabernacle,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 35:10,Skilled Craftsmen,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 35:20,People Offer Gifts,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 35:30,Bezalel and Oholiab,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 36:1,People Bring More Than Enough,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 36:8,Ten Curtains for the Tabernacle,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 36:14,Eleven Curtains of Goat Hair,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 36:20,Frames and Bases,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 36:35,Veil,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 36:37,Curtain for the Entrance,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 37:1,Constructing the Ark,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 37:6,Mercy Seat,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 37:10,Table of Showbread,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 37:17,Lampstand,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 38:1,Bronze Altar,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 38:8,Bronze Basin,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 38:9,Courtyard,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 38:21,An Inventory of Materials,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 39:1,Ephod,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 39:8,Breastpiece,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 39:22,Additional Priestly Garments,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 40:1,Setting Up the Tabernacle,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Exodus 40:34,Cloud and the Glory,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 1:1,Laws for Burnt Offerings,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 2:1,Laws for Grain Offerings,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 3:1,Laws for Peace Offerings,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 4:1,Laws for Sin Offerings,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 5:1,Sins Requiring a Sin Offering,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 5:14,Laws for Guilt Offerings,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 6:1,Sins Requiring a Guilt Offering,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 6:8,Burnt Offering,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 6:14,Grain Offering,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 7:1,Guilt Offering,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 7:11,Peace Offering,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 7:22,Fat and Blood Forbidden,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Leviticus 7:28,Priests' Portion,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
