ref,book_name,chapter,verse,importance,priority_score,decision_count,footnote_count,nt_parallel_count,nt_parallel_weight,nt_parallel_refs,crossref_top_vote,crossref_nt_count,crossref_shared_family_hits,english_witness_checked,english_witness_fresh_support,english_witness_brenton_support,english_witness_mt_support,english_witness_differs_all,english_witness_split_or_mixed,english_witness_signals,english_witness_recommendation,nt_english_checked,nt_english_support_family,nt_english_softens_family,nt_english_mixed,nt_english_signals,nt_english_recommendation,logos_local_checked,logos_local_scopes,logos_local_source_tools,logos_local_signals,logos_local_supports,logos_local_confidence,logos_local_recommendation,consensus_recommendation,keyword_hits,reasons,fresh_translation,brenton_translation,gate_reason
1 Kings 6:1,1 Kings,6,1,high,20,2,2,0,0,,5,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, lord","decisions=2; footnotes=2; reviewed_decisions=1; importance=high; keywords=king, lord; crossref_top_vote=5; reco=keep","And it came to be in the four hundred and fortieth year of the coming out of the sons of Israel from Egypt, in the fourth year, in the second month, of King Solomon reigning over Israel. And the king commanded, and they took great costly stones for the foundation of the house, and unhewn stones. And the sons of Solomon and the sons of Hiram dressed them and laid them. In the fourth year he founded the house of the Lord in the month Niso, the second month. In the eleventh year, in the month Baal, this is the eighth month, the house was completed in every word of it and in every arrangement of it.","And it came to pass in the four hundred and fortieth year after the departure of the children of Israel out of Egypt, in the fourth year and second month of the reign of king Solomon over Israel,",score>=12; importance=high; decisions=2; footnotes=2; reco=keep
1 Samuel 12:17,1 Samuel,12,17,high,20,2,2,0,0,,6,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, lord","decisions=2; footnotes=2; reviewed_decisions=1; importance=high; keywords=king, lord; crossref_top_vote=6; reco=keep","Is it not wheat harvest today? I will call upon the Lord, and he will give voices and rain, and know and see that your evil is great, which you did before the Lord, asking a king for yourselves.","Is it not wheat-harvest to-day? I will call upon the Lord, and he shall send thunder and rain; and know ye and see, that your wickedness is great which ye have wrought before the Lord, having asked for yourselves a king.",score>=12; importance=high; decisions=2; footnotes=2; reco=keep
1 Samuel 25:29,1 Samuel,25,29,high,20,2,2,0,0,,8,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord","decisions=2; footnotes=2; reviewed_decisions=1; importance=high; keywords=god, lord; crossref_top_vote=8; reco=keep","And a man will rise up pursuing you and seeking your life, and the life of my lord will be bound in the bundle of life with the Lord your God, and the life of your enemies you will sling out in the middle of the sling.","And if a man shall rise up persecuting thee and seeking thy life, yet shall the life of my lord be bound up in the bundle of life with the Lord God, and thou shalt whirl the life of thine enemies as in the midst of a sling.",score>=12; importance=high; decisions=2; footnotes=2; reco=keep
1 Samuel 2:2,1 Samuel,2,2,high,20,1,1,0,0,,34,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, holy, lord, righteous","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, holy, lord, righteous; crossref_top_vote=34; reco=keep","Because there is no holy one like the Lord, and there is none righteous like our God; there is no holy one besides you.","For there is none holy as the Lord, and there is none righteous as our God: there is none holy beside thee.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
1 Samuel 4:3,1 Samuel,4,3,high,20,4,4,0,0,,4,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord","decisions=4; footnotes=4; reviewed_decisions=4; importance=high; keywords=god, lord; crossref_top_vote=4; reco=keep","And the people came into the camp, and the elders of Israel said, Why did the Lord make us stumble today before the foreigners? Let us take the ark of our God from Shiloh, and let it come out in our midst and save us from the hand of our enemies.","And the people came to the camp, and the elders of Israel said, Why has the Lord caused us to fall this day before the Philistines? let us take the ark of our God out of Selom, and let it proceed from the midst of us, and it shall save us from the hand of our enemies.",score>=12; importance=high; decisions=4; footnotes=4; reco=keep
2 Kings 23:24,2 Kings,23,24,high,20,1,1,0,0,,7,0,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"king, law, lord, priest, spirit","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, law, lord, priest, spirit; crossref_top_vote=7; eng_reco=keep; reco=keep","And indeed the spirit-mediums and the knowers and the theraphin and the idols and all the abominations that had appeared in the land of Judah and in Jerusalem King Josiah removed, to establish the words of the law written upon the book which Hilkiah the priest found in the house of the Lord.","Moreover Josias removed the sorcerers, and the wizards, and the theraphin, and the idols, and all the abominations that had been set up in the land of Juda and in Jerusalem, that he might keep the words of the law that were written in the book, which Chelcias the priest found in the house of the Lord.",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
2 Samuel 19:28,2 Samuel,19,28,high,20,1,1,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"angel, god, king, lord, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=angel, god, king, lord, servant; crossref_top_vote=6; reco=keep",And he schemed against your servant to my lord the king. But my lord the king is like an angel of God. So do what is good in your eyes.,"And he has dealt deceitfully with thy servant to my lord the king: but my lord the king is as an angel of God, and do thou that which is good in thine eyes.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
2 Samuel 5:2,2 Samuel,5,2,high,20,1,1,0,0,,32,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"being, king, lord, shepherd","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=being, king, lord, shepherd; crossref_top_vote=32; reco=keep","And yesterday and the third day, while Saul was king over us, you were the one bringing out and bringing in Israel, and the Lord said to you, You will shepherd my people Israel, and you will be leader over Israel.","And heretofore Saul being king over us, thou wast he that didst lead out and bring in Israel: and the Lord said to thee, Thou shalt feed my people Israel, and thou shalt be for a leader to my people Israel.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Amos 4:13,Amos,4,13,high,20,1,1,0,0,,16,0,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"anointed, god, lord, name, wind","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=anointed, god, lord, name, wind; crossref_top_vote=16; eng_reco=keep; reco=keep","For, behold, I am he that strengthens the thunder and creates the wind and proclaims to humans his anointed one, forming the morning and the darkness and mounting on the high places of the earth; the Lord God Almighty is his name.","For, behold, I am he that strengthens the thunder, and creates the wind, and proclaims to men his Christ, forming the morning and the darkness, and mounting on the high places of the earth, The Lord God Almighty is his name.",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Daniel 9:4,Daniel,9,4,high,20,1,1,0,0,,26,1,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"covenant, god, lord, mercy","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=covenant, god, lord, mercy; crossref_top_vote=26; eng_reco=keep; reco=keep","And I prayed to the Lord God and confessed and said, Behold, the Lord, you are the great God and the mighty and fearsome one, keeping covenant and mercy for those loving you and keeping your commands.",,score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Ezekiel 39:25,Ezekiel,39,25,high,20,1,1,0,0,,6,0,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, holy, lord, mercy, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, holy, lord, mercy, name; crossref_top_vote=6; eng_reco=keep; reco=keep",Therefore thus says the Lord God: Now I will turn back captivity of Jacob and have mercy on the house of Israel and be jealous for my holy name.,"Therefore thus saith the Lord God, Now will I turn back captivity in Jacob, and will have mercy on the house of Israel, and will be jealous for the sake of my holy name.",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Genesis 1:26,Genesis,1,26,high,20,2,1,0,0,,82,3,0,2,2,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, image","decisions=2; footnotes=1; reviewed_decisions=2; importance=high; keywords=god, image; crossref_top_vote=82; eng=fresh:2/brenton:0/mt:0; eng_reco=keep; reco=keep","And God said, 'Let us make humankind according to our image and according to likeness, and let them rule the fish of the sea and the birds of Heaven and the livestock and all the earth and every creeping thing that creeps on the earth.'","And God said, Let us make man according to our image and likeness, and let them have dominion over the fish of the sea, and over the flying creatures of heaven, and over the cattle and all the earth, and over all the reptiles that creep on the earth.",score>=12; importance=high; decisions=2; footnotes=1; eng=2; eng_reco=keep; reco=keep
Jeremiah 7:11,Jeremiah,7,11,high,20,1,1,3,3,"Acts 15:17, James 2:7, Romans 2:17",10,5,0,0,0,0,0,0,0,,,15,4,6,5,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, name; nt=Acts 15:17, James 2:7, Romans 2:17; crossref_top_vote=10; nt_eng=support:4/soften:6/mixed:5; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","Has my house over which my name has been called become a den of robbers there before you? And I, behold, have seen, says the Lord.","Is my house, whereon my name is called, a den of robbers in your eyes? And, behold, I have seen it, saith the Lord.",score>=12; importance=high; decisions=1; footnotes=1; nt=3; nt_eng=15; nt_eng_reco=keep; reco=keep
Joshua 22:29,Joshua,22,29,high,20,1,1,0,0,,4,0,0,0,0,0,0,0,0,,,0,0,0,0,,,1,soteria-sacrifice-formula,AutoComplete.db WordSense; Bible Word Study; Factbook; recent history,lexical_support,salvation-shaped rendering,high,keep,keep,"altar, lord, peace, sacrifice, salvation","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=altar, lord, peace, sacrifice, salvation; crossref_top_vote=4; logos=1; logos_reco=keep; logos_flags=lexical_support; logos_support=salvation-shaped rendering; reco=keep","May it never be for us to turn away from the Lord in these days, to revolt from the Lord, so as to build for ourselves an altar for offerings and sacrifices of salvation and the sacrifice of salvation besides the altar of the Lord that is before his tent.","Far be it from us therefore that we should turn away from the Lord this day so as to apostatize from the Lord, so as that we should build an altar for burnt-offerings, and for peace-offerings, besides the altar of the Lord which is before his tabernacle.",score>=12; importance=high; decisions=1; footnotes=1; logos=1; logos_reco=keep; reco=keep
Nehemiah 1:5,Nehemiah,1,5,high,20,1,1,0,0,,25,1,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"covenant, god, lord, mercy","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=covenant, god, lord, mercy; crossref_top_vote=25; eng_reco=keep; reco=keep","And I said, Please, O Lord God of heaven, strong, great, and fearful, keeping the covenant and the mercy for those loving him and keeping his commandments,","And I said, Nay, I pray thee, O Lord God of heaven, the mighty, the great and terrible, keeping thy covenant and mercy to them that love him, and to those that keep his commandments:",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Nehemiah 8:9,Nehemiah,8,9,high,20,1,1,0,0,,6,0,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, holy, law, lord, priest","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, holy, law, lord, priest; crossref_top_vote=6; eng_reco=keep; reco=keep","And Nehemiah and Ezra the priest and scribe and the Levites teaching the people said to all the people, This day is holy to the Lord our God. Do not mourn and do not weep. For all the people were weeping as they heard the words of the law.","And Neemias, and Esdras the priest and scribe, and the Levites, and they that instructed the people, spoke and said to all the people, It is a holy day to the Lord our God; do not mourn, nor weep. For all the people wept when they heard the words of the law.",score>=12; importance=high; decisions=1; footnotes=1; eng_reco=keep; reco=keep
Numbers 16:3,Numbers,16,3,high,20,2,2,0,0,,7,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"holy, lord","decisions=2; footnotes=2; reviewed_decisions=1; importance=high; keywords=holy, lord; crossref_top_vote=7; reco=keep","They stood together against Moses and Aaron and said, Let it be enough for you, because the whole congregation, every one of them, is holy, and the Lord is among them. And why do you rise up against the congregation of the Lord?","They rose up against Moses and Aaron, and said, Let it be enough for you that all the congregation are holy, and the Lord is among them; and why do ye set up yourselves against the congregation of the Lord?",score>=12; importance=high; decisions=2; footnotes=2; reco=keep
Numbers 19:13,Numbers,19,13,high,20,2,2,0,0,,5,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, soul","decisions=2; footnotes=2; reviewed_decisions=1; importance=high; keywords=lord, soul; crossref_top_vote=5; reco=keep","Everyone touching the dead body of a human person who dies and not purifying himself has defiled the tent of the Lord. That person shall be cut off from Israel, because water of sprinkling was not sprinkled upon him. He is unclean; his uncleanness is still in him.","Every one that touches the carcase of the person of a man, if he should have died, and the other not have been purified, has defiled the tabernacle of the Lord: that soul shall be cut off from Israel, because the water of sprinkling has not been sprinkled upon him; he is unclean; his uncleanness is yet upon him.",score>=12; importance=high; decisions=2; footnotes=2; reco=keep
