ref,book_code,book_name,chapter,verse,review_status,importance,priority_score,themes,keyword_hits,same_normalized,tr_literal_translation,ukjv_translation,review_notes,reasons,decision
Acts 9:31,ACT,Acts,9,31,tr_literal_pass1,high,23,christology; spirit_church,christology:lord; spirit_church:holy spirit; spirit_church:spirit,no,"Then had the assemblies rest throughout all Judaea and Galilee and Samaria, and were edified; and walking in the fear of the Lord, and in the comfort of the Holy Spirit, were multiplied.","Then had the churches rest throughout all Judaea and Galilee and Samaria, and were edified; and walking in the fear of the Lord, and in the comfort of the Holy Spirit, (o. pneuma) were multiplied.",normalized NT kurios as Lord; removed UKJV inline Strong-style lexical marker; rendered ekklesia as assembly,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered ekklesia as assembly; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Acts 14:23,ACT,Acts,14,23,tr_literal_pass1,high,23,christology; spirit_church,christology:lord; spirit_church:assembly; spirit_church:church,no,"And when they had ordained them elders in every assembly, and had prayed with fasting, they commended them to the Lord, on whom they believed.","And when they had ordained them elders in every church, and had prayed with fasting, they commended them to the Lord, on whom they believed.",normalized NT kurios as Lord; rendered ekklesia as assembly,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered ekklesia as assembly; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Acts 20:28,ACT,Acts,20,28,tr_literal_pass1,high,23,soteriology; spirit_church,soteriology:blood; spirit_church:assembly; spirit_church:church; spirit_church:holy spirit; spirit_church:spirit,no,"Take heed therefore to yourselves, and to all the flock, over the which the Holy Spirit has made you overseers, to feed the assembly of God, which he has purchased with his own blood.","Take heed therefore unto yourselves, and to all the flock, over the which the Holy Spirit (o. pneuma) has made you overseers, to feed the church of God, which he has purchased with his own blood.",modernized archaic directional unto; removed UKJV inline Strong-style lexical marker; rendered ekklesia as assembly,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered ekklesia as assembly; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Ephesians 3:21,EPH,Ephesians,3,21,tr_literal_pass1,high,23,christology; spirit_church; textual_literal,christology:christ; christology:jesus; spirit_church:assembly; spirit_church:church; textual_literal:amen,no,"To him be glory in the assembly by Christ Jesus throughout all ages, world without end. Amen.","Unto him be glory in the church by Christ Jesus throughout all ages, world without end. Amen.",modernized archaic directional unto; rendered ekklesia as assembly,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered ekklesia as assembly; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
James 5:14,JAS,James,5,14,tr_literal_pass1,high,23,christology; spirit_church,christology:lord; spirit_church:assembly; spirit_church:church,no,"Is any sick among you? let him call for the elders of the assembly; and let them pray over him, anointing him with oil in the name of the Lord:","Is any sick among you? let him call for the elders of the church; and let them pray over him, anointing him with oil in the name of the Lord:",normalized NT kurios as Lord; rendered ekklesia as assembly,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered ekklesia as assembly; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
John 6:53,JHN,John,6,53,tr_literal_pass1,high,23,anthropology_ethics; christology; soteriology; textual_literal,anthropology_ethics:flesh; christology:jesus; christology:son of man; soteriology:blood; textual_literal:amen; textual_literal:son,no,"Then Jesus said to them, Amen, amen, I say to you, Except you eat the flesh of the Son of man, and drink his blood, you have no life in you.","Then Jesus said unto them, Verily, verily, I say unto you, Except all of you eat the flesh of the Son of man, and drink his blood, all of you have no life in you.",modernized archaic directional unto; modernized verily; removed UKJV plural-expansion artifact; rendered amen formula directly,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered amen formula directly; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Matthew 26:13,MAT,Matthew,26,13,tr_literal_pass1,high,23,textual_literal,textual_literal:amen; textual_literal:good news; textual_literal:gospel,no,"Amen, I say to you, Where ever this good news shall be preached in the whole world, there shall also this, that this woman has done, be told for a memorial of her.","Verily I say unto you, Where ever this gospel shall be preached in the whole world, there shall also this, that this woman has done, be told for a memorial of her.",modernized archaic directional unto; modernized verily; rendered amen formula directly; rendered euangelion as good news,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered euangelion as good news; rendered amen formula directly; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Mark 14:9,MRK,Mark,14,9,tr_literal_pass1,high,23,textual_literal,textual_literal:amen; textual_literal:good news; textual_literal:gospel,no,"Amen, I say to you, Where ever this good news shall be preached throughout the whole world, this also that she has done shall be spoken of for a memorial of her.","Verily I say unto you, Where ever this gospel shall be preached throughout the whole world, this also that she has done shall be spoken of for a memorial of her.",modernized archaic directional unto; modernized verily; rendered amen formula directly; rendered euangelion as good news,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered euangelion as good news; rendered amen formula directly; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
1 Corinthians 1:17,1CO,1 Corinthians,1,17,tr_literal_pass1,high,22,christology; soteriology; spirit_church; textual_literal,christology:christ; soteriology:cross; spirit_church:baptize; textual_literal:good news; textual_literal:gospel,no,"For Christ sent me not to baptize, but to preach the good news: not with wisdom of words, lest the cross of Christ should be made of no effect.","For Christ sent me not to baptize, but to preach the gospel: not with wisdom of words, (o. logos) lest the cross of Christ should be made of no effect.",removed UKJV inline Strong-style lexical marker; rendered euangelion as good news,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered euangelion as good news; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
1 Corinthians 7:22,1CO,1 Corinthians,7,22,tr_literal_pass1,high,22,anthropology_ethics; christology,anthropology_ethics:servant; anthropology_ethics:slave; christology:lord,no,"For the one who is called in the Lord, being a slave, is the Lord's freeman: likewise also the one who is called, being free, is Christ's slave.","For he that is called in the Lord, being a servant, is the Lord's freeman: likewise also he that is called, being free, is Christ's servant.",modernized he-that relative; normalized NT kurios as Lord; rendered doulos-family wording as slave,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered doulos-family wording as slave; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
1 Corinthians 9:14,1CO,1 Corinthians,9,14,tr_literal_pass1,high,22,christology; textual_literal,christology:lord; textual_literal:good news; textual_literal:gospel,no,Even so has the Lord ordained that they which preach the good news should live of the good news.,Even so has the Lord ordained that they which preach the gospel should live of the gospel.,normalized NT kurios as Lord; rendered euangelion as good news,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered euangelion as good news; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
1 John 3:23,1JN,1 John,3,23,needs_focused_tr_review,high,22,anthropology_ethics; christology; law_covenant; soteriology; textual_literal,anthropology_ethics:love; christology:christ; christology:jesus; law_covenant:commandment; soteriology:believe; textual_literal:son,yes,"And this is his commandment, That we should believe on the name of his Son Jesus Christ, and love one another, as he gave us commandment.","And this is his commandment, That we should believe on the name of his Son Jesus Christ, and love one another, as he gave us commandment.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
