ref,book_name,chapter,verse,importance,priority_score,decision_count,footnote_count,nt_parallel_count,nt_parallel_weight,nt_parallel_refs,crossref_top_vote,crossref_nt_count,crossref_shared_family_hits,english_witness_checked,english_witness_fresh_support,english_witness_brenton_support,english_witness_mt_support,english_witness_differs_all,english_witness_split_or_mixed,english_witness_signals,english_witness_recommendation,nt_english_checked,nt_english_support_family,nt_english_softens_family,nt_english_mixed,nt_english_signals,nt_english_recommendation,logos_local_checked,logos_local_scopes,logos_local_source_tools,logos_local_signals,logos_local_supports,logos_local_confidence,logos_local_recommendation,consensus_recommendation,keyword_hits,reasons,fresh_translation,brenton_translation
Zephaniah 3:5,Zephaniah,3,5,low,8,0,0,0,0,,11,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"judgment, lord, righteous","importance=low; keywords=judgment, lord, righteous; crossref_top_vote=11","But the Lord is righteous in her midst and will certainly not do injustice. Morning by morning he gives his judgment to the light; it does not fail, but unjust one knows no shame.",
Zephaniah 3:17,Zephaniah,3,17,low,9,0,0,0,0,,93,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord","importance=low; keywords=god, lord; crossref_top_vote=93","Lord your God in you, mighty, will save you; he will bring joy upon you and renew you in his love and rejoice over you in delight as on feast day.",
Haggai 1:1,Haggai,1,1,low,8,0,0,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, lord, priest","importance=low; keywords=king, lord, priest; crossref_top_vote=6","In second year of Darius king, in sixth month, on first day of month, word of Lord came by hand of Haggai prophet, saying: Speak now to Zerubbabel son of Salathiel from tribe of Judah, and to Jeshua son of Josedek, the great priest, saying,",
Haggai 1:12,Haggai,1,12,low,8,0,0,0,0,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, priest","importance=low; keywords=god, lord, priest; crossref_top_vote=7","Zerubbabel son of Salathiel, from tribe of Judah, and Jeshua son of Josedek, the great priest, and all remnant of people, listened to voice of Lord their God and to words of Haggai prophet, because Lord their God sent him to them, and people feared before Lord.",
Haggai 1:13,Haggai,1,13,low,7,0,0,0,0,,7,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, messenger","importance=low; keywords=lord, messenger; crossref_top_vote=7","Haggai, messenger of the Lord, said to the people, I am with you, says the Lord.",
Haggai 1:14,Haggai,1,14,medium,12,0,0,0,0,,6,1,0,2,2,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, lord, priest, spirit","importance=medium; keywords=god, lord, priest, spirit; crossref_top_vote=6; eng=fresh:2/brenton:0/mt:0; eng_reco=keep; reco=keep","The Lord stirred the spirit of Zerubbabel son of Salathiel from tribe of Judah, and the spirit of Jeshua son of Josedek the great priest, and the spirit of remnant of all the people, and they entered and were doing works in the house of the Lord Almighty their God,",
Haggai 2:4,Haggai,2,4,low,7,0,0,0,0,,14,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, priest","importance=low; keywords=lord, priest; crossref_top_vote=14","But now be strong, Zerubbabel, says Lord, and be strong, Jeshua son of Josedek, the great priest, and let all people of land be strong, says Lord, and act, because I am with you, says Lord Almighty.",
Haggai 2:9,Haggai,2,9,medium,12,0,0,0,0,,18,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"glory, lord, peace, soul","importance=medium; keywords=glory, lord, peace, soul; crossref_top_vote=18","Latter glory of this house will be greater than first, says Lord Almighty, and in this place I will give peace, says Lord Almighty, and peace of soul for preservation to everyone building to raise this temple.",
Zechariah 4:6,Zechariah,4,6,medium,11,0,0,0,0,,170,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, spirit","importance=medium; keywords=lord, spirit; crossref_top_vote=170","And he answered and said to me: This is word of Lord to Zerubbabel, saying: Not by great power nor by might, but by my Spirit, says Lord Almighty.",
Zechariah 7:9,Zechariah,7,9,low,13,0,0,0,0,,12,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"compassion, judgment, lord, mercy, righteous","importance=low; keywords=compassion, judgment, lord, mercy, righteous; crossref_top_vote=12","Thus says Lord Almighty: Judge righteous judgment, and do mercy and compassion, each toward his brother.",
Zechariah 7:12,Zechariah,7,12,medium,10,0,0,0,0,,7,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"law, lord, spirit","importance=medium; keywords=law, lord, spirit; crossref_top_vote=7","And they set their hearts in disobedience so as not to hear my law and the words that the Lord Almighty sent by his Spirit through the former prophets, and great wrath came from the Lord Almighty.",
Zechariah 12:10,Zechariah,12,10,medium,15,0,0,0,0,,34,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"beloved, compassion, firstborn, grace, spirit","importance=medium; keywords=beloved, compassion, firstborn, grace, spirit; crossref_top_vote=34","And I will pour out upon house of David and upon inhabitants of Jerusalem spirit of grace and compassion, and they will look toward me because they mocked, and they will mourn for him with mourning as for beloved one and grieve over him as over firstborn.",
Zechariah 13:9,Zechariah,13,9,low,15,0,0,4,3,"Acts 2:21, Romans 10:13, 1 Corinthians 1:2, 2 Timothy 2:22",132,2,0,0,0,0,0,0,0,,,12,12,0,0,literal_support,keep,0,,,,,,,keep,"god, lord, name","importance=low; keywords=god, lord, name; nt=Acts 2:21, Romans 10:13, 1 Corinthians 1:2, 2 Timothy 2:22; crossref_top_vote=132; nt_eng=support:12/soften:0/mixed:0; nt_eng_reco=keep; nt_eng_flags=literal_support; reco=keep","And I will bring third through fire and refine them as silver is refined and test them as gold is tested. He will call on my name, and I will hear him, and I will say, This is my people, and he will say, Lord is my God.",
Zechariah 14:5,Zechariah,14,5,low,11,0,0,0,0,,9,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, holy, king, lord","importance=low; keywords=god, holy, king, lord; crossref_top_vote=9","And ravine of my mountains will be blocked up, and ravine of mountains will cling together as far as Iasol, and it will be blocked as it was blocked in days of earthquake in days of Uzziah king of Judah, and Lord my God will come and all holy ones with him.",
Malachi 1:6,Malachi,1,6,low,11,0,0,0,0,,61,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, name, servant","importance=low; keywords=lord, name, servant; crossref_top_vote=61","A son honors father and a servant his master. If I am father, where is my honor? And if I am Lord, where is my fear? says Lord Almighty to you, priests despising my name. And you said, In what have we despised your name?",
Malachi 1:14,Malachi,1,14,medium,10,0,0,0,0,,8,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, lord, name","importance=medium; keywords=king, lord, name; crossref_top_vote=8","Cursed is one who was able, and there was a male in his flock, and his vow was upon him, yet he sacrifices to the Lord a spoiled thing. Because I am a great King, says the Lord Almighty, and my name is manifest among the nations.",
Malachi 2:6,Malachi,2,6,medium,10,0,0,0,0,,12,6,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"law, peace, truth","importance=medium; keywords=law, peace, truth; crossref_top_vote=12","Law of truth was in his mouth, and injustice was not found on his lips. In peace he walked straight with me and turned many from injustice.",
Malachi 2:7,Malachi,2,7,low,11,0,0,0,0,,13,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"law, lord, messenger, priest","importance=low; keywords=law, lord, messenger, priest; crossref_top_vote=13","Because lips of priest will guard knowledge, and law they will seek from his mouth, because he is messenger of Lord Almighty.",
Malachi 2:10,Malachi,2,10,low,10,0,0,0,0,,42,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"covenant, create, god","importance=low; keywords=covenant, create, god; crossref_top_vote=42","Did not one God create you? Is not one father of all you? Why does each abandon his brother, to profane covenant of your fathers?",
Malachi 3:5,Malachi,3,5,medium,11,0,0,0,0,,28,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"judgment, lord, name","importance=medium; keywords=judgment, lord, name; crossref_top_vote=28","And I will come near to you in judgment and be swift witness against sorceresses and adulteresses and those swearing falsely by my name and those withholding wage of hired worker and oppressing widow and striking orphan and turning aside judgment of sojourner and not fearing me, says Lord Almighty.",
